"GRID_ID","s_j_erhjahr","bfs_akt","raumplanreg_code","bezirk_code","typ","c_zone","n_qmareal","n_zimmer","n_qmwhg","gbauj","neubau","lage","lage_class","seedist","distparade","id_ha_geb","n_preis","id_grid"
"I-34",2015,248,104,111,"STW",1,0,0,NA,2015,1,5,"hoch",5000,6.4,41609,2988191.45124813,291
"I-44",2007,2,105,101,"STW",1,0,3,NA,1998,0,2,"günstig",5000,12.2,67909,1424494.20340708,809
"O-37",2016,261,101,112,"STW",11,0,0,NA,1913,0,5,"hoch",657,3,35112,2491995.78147416,1028
"AE-47",2007,158,107,107,"EFH",1,430,7,140,2003,0,4,"gehoben",744,19.6,78160,1507682.02703563,750
"X-20",2011,224,109,110,"EFH",1,2770,6,NA,1971,0,3,"mittel",5000,17.6,69680,252237.318320666,1560
"I-34",2016,248,104,111,"STW",1,0,0,NA,1980,0,5,"hoch",5000,6.4,80446,997942.730158335,291
"Y-33",2007,197,102,109,"STW",11,0,0,NA,2007,1,2,"günstig",5000,8.6,16068,2156669.57503709,1139
"X-32",2013,191,102,109,"STW",1,0,3,NA,1973,0,3,"mittel",5000,8.2,49044,860704.062960926,1175
"W-31",2014,191,102,109,"STW",11,0,0,NA,2014,1,3,"mittel",5000,7.6,76553,2814873.04487417,1210
"E-21",2014,99,111,104,"STW",1,0,4,NA,2014,1,1,"sehr günstig",5000,17.6,68193,563041.91922117,1511
"R-29",2011,66,102,103,"STW",3,0,3,NA,2011,1,3,"mittel",5000,6.6,36183,2098582.79492019,1262
"AU-43",2011,120,108,105,"STW",11,0,4,NA,1999,0,1,"sehr günstig",5000,30.4,36533,1135883.15370725,867
"AE-45",2016,157,107,107,"EFH",1,430,5,170,2017,1,3,"mittel",2414,18.2,33033,593104.84115663,793
"L-31",2017,261,101,112,"MFH",1,1280,NA,NA,1967,0,5,"hoch",5000,5.6,17910,1840044.4939977,1202
"X-20",2012,224,109,110,"STW",3,0,0,NA,2012,1,2,"günstig",5000,17.6,50529,1182894.45518516,1560
"AH-42",2017,115,108,105,"STW",3,0,4,NA,1992,0,2,"günstig",5000,18.4,39284,2970519.09793389,884
"AC-46",2015,155,107,107,"STW",1,0,0,NA,2015,1,5,"hoch",591,17.4,46507,698128.618390067,91
"Z-18",2010,223,109,110,"Land",1,380,NA,NA,NA,NA,3,"mittel",5000,20.4,2850,153.852373465081,1631
"AJ-34",2011,177,108,108,"EFH",1,740,NA,NA,NA,NA,3,"mittel",5000,18.8,76196,1309141.51794463,1111
"N-34",2009,261,101,112,"STW",3,0,0,NA,1895,0,4,"gehoben",2295,2,76658,1723775.38272424,1095
"AD-39",2007,198,108,109,"STW",3,0,0,NA,2007,1,3,"mittel",5000,13.8,82346,1871290.11626565,194
"AH-33",2017,172,108,108,"STW",11,0,4,NA,1994,0,2,"günstig",5000,17,73347,627208.876697812,1146
"AV-37",2016,114,108,105,"EFH",3,380,4,140,1860,0,1,"sehr günstig",5000,30,12014,2615089.12566712,1042
"L-24",2009,90,111,104,"STW",3,0,0,NA,2009,1,2,"günstig",5000,12.2,51949,1318874.34870354,1407
"X-34",2014,193,102,109,"STW",11,0,5,NA,2008,0,3,"mittel",5000,7.6,68539,1211310.84300729,1103
"AP-46",2017,118,108,105,"STW",3,0,5,NA,2016,1,2,"günstig",3929,27,29851,88571.5182150016,776
"L-31",2012,261,101,112,"EFH",1,310,5,120,1923,0,5,"hoch",5000,5.6,80225,1416585.78789397,1202
"W-43",2011,152,107,107,"EFH",1,540,5,190,1998,0,6,"sehr hoch",1029,11.4,44196,1274906.16336337,847
"V-29",2012,54,102,103,"STW",3,0,0,NA,2012,1,3,"mittel",5000,8.4,61734,335024.629876367,362
"Y-5",2009,22,110,102,"STW",3,0,4,NA,2009,1,1,"sehr günstig",5000,32.6,66575,703686.182495323,1846
"AF-18",2017,227,109,110,"STW",11,0,0,NA,2017,1,3,"mittel",5000,23.6,35056,2281234.79940416,1637
"O-36",2015,261,101,112,"STW",11,0,5,NA,1978,0,6,"sehr hoch",626,2,13628,933526.957548107,1051
"Q-18",2008,53,111,103,"EFH",1,430,4,130,1973,0,4,"gehoben",5000,17.6,48714,2284014.74529959,1626
"I-47",2015,9,105,101,"EFH",1,720,5,110,1971,0,2,"günstig",5000,15,40005,1278301.41300685,739
"K-33",2014,261,101,112,"STW",11,0,0,NA,2014,1,4,"gehoben",4912,4.8,27691,2493423.23937849,1126
"AI-41",2016,115,108,105,"STW",1,0,0,NA,2016,1,3,"mittel",5000,19.2,60221,887180.017904728,916
"X-27",2013,52,102,103,"Land",1,1300,NA,NA,1938,0,4,"gehoben",5000,11.4,6020,501.492956453003,1322
"E-31",2014,243,104,111,"Land",3,480,NA,NA,1865,0,2,"günstig",5000,10.8,6537,1425.32044938451,1197
"AC-50",2017,138,106,106,"STW",11,0,0,NA,2017,1,4,"gehoben",228,20.8,15684,2001757.72904558,42
"Y-44",2014,156,107,107,"EFH",1,1440,6,150,1968,0,5,"hoch",924,13.4,79589,265140.643324354,818
"J-20",2009,88,111,104,"STW",3,0,3,NA,1994,0,3,"mittel",5000,17,44769,1978856.48599989,1550
"V-32",2007,191,102,109,"MFH",11,1760,NA,NA,1968,0,3,"mittel",5000,6.4,34997,1524440.2892082,1173
"R-36",2009,261,101,112,"STW",1,0,0,NA,NA,NA,5,"hoch",918,2.2,28676,1260236.78495898,1052
"AE-17",2008,227,109,110,"Land",3,7460,NA,NA,NA,NA,2,"günstig",5000,23.4,1004,257.844790435396,1663
"AO-45",2011,113,108,105,"Land",3,2150,NA,NA,NA,NA,2,"günstig",3774,26,4187,1805.53557734645,798
"AJ-34",2008,177,108,108,"Land",1,350,NA,NA,NA,NA,3,"mittel",5000,18.8,1585,151.860709155677,1111
"M-29",2010,261,101,112,"STW",3,0,0,NA,2010,1,4,"gehoben",5000,6.4,10267,2302632.33311323,1260
"X-45",2017,156,107,107,"EFH",3,80,3,70,1920,0,5,"hoch",250,13.2,39378,1035635.66788973,108
"AC-16",2009,221,109,110,"STW",1,0,3,NA,1995,0,3,"mittel",5000,23.2,34145,293453.990727779,1685
"M-29",2008,261,101,112,"STW",3,0,0,NA,2008,1,4,"gehoben",5000,6.4,41662,2247139.17998632,1260
"O-19",2013,53,111,103,"MFH",3,1080,NA,NA,1898,0,2,"günstig",5000,16.6,68733,2391541.6337708,1590
"AE-9",2016,37,110,102,"STW",3,0,4,NA,1850,0,1,"sehr günstig",5000,30.6,75331,2626657.66859415,1810
"E-21",2011,93,111,104,"Land",3,70,NA,NA,NA,NA,2,"günstig",5000,17.6,4083,2194.60828717507,1511
"X-20",2017,224,109,110,"EFH",1,680,5,150,1972,0,2,"günstig",5000,17.6,32239,1351600.12200684,1560
"J-36",2009,242,104,111,"STW",1,0,1,NA,1986,0,3,"mittel",5000,5.6,47837,178250.108136446,241
"H-38",2017,241,104,111,"EFH",1,950,6,190,1977,0,4,"gehoben",5000,8,20394,2157594.35411764,995
"X-27",2011,52,102,103,"STW",1,0,0,NA,NA,NA,4,"gehoben",5000,11.4,8985,499942.657787353,1322
"AI-20",2013,219,109,110,"STW",1,0,0,NA,2013,1,1,"sehr günstig",5000,23.6,62533,910192.658130545,1571
"T-31",2012,261,101,112,"STW",11,0,0,NA,2002,0,3,"mittel",5000,5.6,46788,2036138.92259228,327
"I-48",2008,9,105,101,"Land",1,580,NA,NA,NA,NA,2,"günstig",5000,16,1080,462.552203252795,717
"AH-22",2016,230,109,110,"STW",1,0,5,NA,2016,1,3,"mittel",5000,21.8,17856,2124386.58228633,1498
"C-27",2015,87,103,104,"EFH",1,230,NA,NA,2014,1,3,"mittel",5000,14.4,12332,289918.563849176,394
"AH-41",2017,115,108,105,"STW",11,0,0,NA,2017,1,1,"sehr günstig",5000,18,22866,1245750.73780958,915
"Q-30",2008,261,101,112,"STW",11,0,0,NA,1967,0,4,"gehoben",5000,4.8,68657,2730276.09919047,1237
"L-31",2015,261,101,112,"EFH",1,300,6,140,1931,0,5,"hoch",5000,5.6,14779,753610.978123383,1202
"AH-49",2009,158,107,107,"Land",3,550,NA,NA,NA,NA,4,"gehoben",365,22.6,2367,1168.89850352949,50
"T-23",2015,63,111,103,"STW",3,0,5,NA,2015,1,2,"günstig",5000,13.4,27506,2544145.7341864,1449
"H-26",2011,83,103,104,"STW",11,0,3,NA,2011,1,3,"mittel",5000,12,12785,2821087.07917063,1340
"AJ-7",2013,36,110,102,"EFH",1,850,6,180,1979,0,1,"sehr günstig",5000,35.4,51582,2021448.07263266,1836
"P-19",2015,53,111,103,"MFH",3,170,NA,NA,1949,0,3,"mittel",5000,17,13652,1111257.36101938,1591
"Y-5",2007,22,110,102,"EFH",3,400,6,170,1980,0,1,"sehr günstig",5000,32.6,25162,208867.809804273,1846
"V-41",2013,151,107,107,"EFH",1,660,5,250,1999,0,6,"sehr hoch",1782,8.6,15715,1252327.75417704,906
"AL-38",2010,121,108,105,"STW",3,0,3,NA,2010,1,3,"mittel",5000,20.8,66716,1001152.38790528,213
"X-14",2017,26,110,102,"EFH",1,370,5,140,2017,1,2,"günstig",5000,23.6,57980,143779.160765233,1725
"K-47",2017,9,105,101,"STW",3,0,4,NA,1997,0,2,"günstig",5000,14.4,57685,2373431.57430051,741
"I-42",2012,5,105,101,"EFH",1,550,3,140,1981,0,3,"mittel",5000,10.4,11437,1662828.40568305,869
"AA-14",2009,31,110,102,"EFH",1,580,5,120,1954,0,2,"günstig",5000,24.2,69512,1051904.73826649,1727
"AL-27",2012,231,109,110,"Land",1,20,NA,NA,NA,NA,1,"sehr günstig",5000,22.2,4125,2807.41470304911,401
"AF-16",2014,214,109,110,"MFH",3,1940,NA,140,1870,0,1,"sehr günstig",5000,25.2,52454,1588620.92786119,1688
"Z-45",2015,156,107,107,"EFH",1,850,5,90,1945,0,5,"hoch",721,14.4,55653,1494527.63603406,788
"AO-41",2008,117,108,105,"STW",3,0,3,NA,1850,0,2,"günstig",5000,24.4,19942,961477.234186837,922
"AO-29",2007,181,108,108,"EFH",1,580,6,200,2007,1,1,"sehr günstig",5000,24,75169,1257226.41355405,367
"J-39",2008,14,105,101,"STW",3,0,0,NA,2008,1,2,"günstig",5000,7,79441,2044775.74586333,964
"N-42",2012,131,106,106,"EFH",1,300,5,250,1982,0,4,"gehoben",3408,7.8,67660,187640.179684153,147
"D-29",2016,246,104,111,"STW",3,0,0,NA,2008,0,3,"mittel",5000,12.8,53476,2437278.37688627,353
"W-29",2015,200,102,109,"STW",1,0,4,NA,1999,0,3,"mittel",5000,8.8,21089,1686361.42226658,363
"AC-21",2007,230,109,110,"Land",1,400,NA,NA,NA,NA,3,"mittel",5000,18.8,749,1391.11101640726,1529
"N-19",2016,59,111,103,"STW",1,0,5,NA,2006,0,2,"günstig",5000,17.2,13692,1196263.57989677,1589
"P-19",2014,53,111,103,"Land",1,740,NA,NA,1912,0,3,"mittel",5000,17,6163,874.186773561523,1591
"W-31",2016,191,102,109,"STW",1,0,4,NA,2016,1,3,"mittel",5000,7.6,50481,1732625.68402616,1210
"Q-30",2013,261,101,112,"MFH",1,800,NA,NA,1968,0,4,"gehoben",5000,4.8,63291,1301125.8724581,1237
"AE-36",2016,198,108,109,"EFH",1,370,6,150,2004,0,3,"mittel",5000,14.2,66812,580497.612007312,1058
"P-35",2016,261,101,112,"STW",3,0,0,NA,2016,1,5,"hoch",345,0.2,31688,768427.078239853,269
"I-44",2012,2,105,101,"STW",1,0,3,NA,1998,0,2,"günstig",5000,12.2,67907,2408554.07948955,809
"I-44",2010,2,105,101,"STW",3,0,3,NA,2010,1,2,"günstig",5000,12.2,49916,678823.208213202,809
"V-33",2011,191,102,109,"STW",3,0,0,NA,2010,1,3,"mittel",5000,6,65453,1473083.62543443,1136
"J-20",2014,88,111,104,"EFH",3,420,NA,NA,1957,0,3,"mittel",5000,17,28749,229013.013745192,1550
"Y-39",2014,195,102,109,"EFH",1,520,6,160,1973,0,4,"gehoben",4981,9.8,47061,2886803.21511859,191
"AC-21",2011,230,109,110,"STW",3,0,3,NA,1993,0,2,"günstig",5000,18.8,53446,733270.173168043,1529
"Z-12",2011,30,110,102,"STW",1,0,0,NA,2011,1,2,"günstig",5000,26.4,79449,2112352.38002485,1758
"AF-48",2009,158,107,107,"STW",11,0,3,NA,2009,1,4,"gehoben",599,20.6,32188,1628758.01368395,733
"AG-32",2012,172,108,108,"Land",3,1000,NA,NA,NA,NA,2,"günstig",5000,16.2,4535,271.941521868226,1181
"J-28",2009,96,103,104,"STW",11,0,3,NA,1974,0,3,"mittel",5000,9.2,14621,1539777.91381173,1283
"E-21",2012,93,111,104,"EFH",3,220,4,110,1988,0,2,"günstig",5000,17.6,46239,2246800.42246683,1511
"AH-23",2016,230,109,110,"STW",11,0,4,NA,1974,0,2,"günstig",5000,21.2,79983,1426154.32860632,1462
"R-36",2012,261,101,112,"STW",11,0,6,NA,1905,0,4,"gehoben",918,2.2,76651,2724242.44900432,1052
"AT-44",2012,120,108,105,"STW",3,0,0,NA,2012,1,1,"sehr günstig",5000,29.6,13433,2838419.00654626,833
"P-30",2011,261,101,112,"MFH",3,420,NA,NA,1910,0,4,"gehoben",5000,5.2,48887,2127999.63500025,1236
"AO-27",2012,228,109,110,"EFH",3,340,4,120,2003,0,1,"sehr günstig",5000,24.6,44616,1792545.37023837,404
"O-19",2016,53,111,103,"EFH",1,400,5,200,2014,1,2,"günstig",5000,16.6,80260,1152455.8239833,1590
"H-16",2016,102,111,104,"STW",3,0,4,NA,1993,0,2,"günstig",5000,21.6,30767,631579.652180313,1673
"O-30",2011,261,101,112,"STW",1,0,0,NA,1912,0,4,"gehoben",5000,4.8,43177,2092108.65415481,1235
"E-30",2010,243,104,111,"STW",2,0,0,NA,2010,1,2,"günstig",5000,11.2,35079,911237.570370547,1228
"AC-36",2014,198,108,109,"STW",1,0,0,NA,1994,0,3,"mittel",5000,12.4,27356,2436268.8841573,1056
"N-38",2016,261,101,112,"STW",3,0,0,NA,2015,1,3,"mittel",1680,3.8,54032,1642318.45766969,998
"AL-39",2014,121,108,105,"STW",3,0,0,NA,2006,0,2,"günstig",5000,21,13085,1623058.33295477,980
"W-43",2007,152,107,107,"STW",1,0,4,NA,2007,1,6,"sehr hoch",1029,11.4,74549,1822882.27326912,847
"D-31",2013,243,104,111,"Land",3,1900,NA,NA,NA,NA,NA,NA,5000,11.8,4930,375.17722033395,1196
"Y-26",2013,64,102,103,"STW",1,0,2,NA,2011,1,3,"mittel",5000,12.4,48222,64773.3801279683,1355
"AA-49",2014,142,106,106,"STW",3,0,0,NA,2000,0,4,"gehoben",342,18.8,36917,2101241.40435515,48
"AE-44",2017,157,107,107,"MFH",3,1900,NA,NA,1981,0,2,"günstig",3359,17.4,82544,2022543.88178186,821
"Q-19",2008,53,111,103,"STW",1,0,4,NA,2008,1,3,"mittel",5000,16.6,22155,1024763.2908182,1592
"Y-39",2017,195,102,109,"EFH",1,850,7,160,1957,0,4,"gehoben",4981,9.8,25292,2248334.66059074,191
"J-12",2009,70,111,103,"Land",3,250,NA,NA,NA,NA,1,"sehr günstig",5000,25.2,2268,1402.05325267999,1749
"S-29",2013,66,102,103,"EFH",1,680,7,160,1964,0,4,"gehoben",5000,6.4,53278,1134814.01342386,361
"V-29",2012,54,102,103,"STW",3,0,0,NA,2012,1,3,"mittel",5000,8.4,61750,790142.863766523,362
"AC-46",2007,155,107,107,"EFH",1,520,5,120,1822,0,4,"gehoben",591,17.4,75137,1233055.28707162,91
"AF-43",2011,192,107,109,"EFH",6,1350,4,110,1870,0,NA,NA,5000,17.4,58119,2594522.88160345,141
"AJ-19",2017,298,109,110,"EFH",1,350,5,120,1980,0,3,"mittel",5000,25.4,24220,1512834.58711673,1608
"J-25",2014,90,111,104,"EFH",1,450,NA,NA,1962,0,2,"günstig",5000,12,43259,2283796.70198797,1376
"P-47",2017,4,105,101,"EFH",1,1120,4,NA,1981,0,3,"mittel",4150,13,82690,1808227.91133507,63
"I-30",2016,249,104,111,"STW",3,0,0,NA,2015,1,3,"mittel",5000,8,45779,2560138.7374202,1232
"Q-31",2010,261,101,112,"MFH",11,490,NA,NA,1928,0,4,"gehoben",3999,3.8,57646,1942804.57080225,1207
"K-38",2016,14,105,101,"EFH",1,410,5,230,1991,0,3,"mittel",4515,6,26323,2264763.92015303,996
"AJ-39",2017,121,108,105,"STW",3,0,0,NA,2017,1,3,"mittel",5000,19.2,8494,1976336.69685642,978
"AH-23",2008,230,109,110,"EFH",3,950,NA,NA,1888,0,2,"günstig",5000,21.2,30024,2210281.37785429,1462
"AM-45",2012,112,108,105,"STW",1,0,4,NA,1966,0,2,"günstig",3055,24.4,47959,1779022.38502016,796
"AB-42",2012,192,107,109,"STW",3,0,4,NA,2012,1,3,"mittel",4363,13.6,72658,248240.67237915,880
"U-40",2012,154,107,107,"STW",1,0,5,NA,1963,0,6,"sehr hoch",1353,7.6,14094,1386554.28307946,938
"AJ-35",2014,177,108,108,"STW",11,0,3,NA,1902,0,3,"mittel",5000,18.8,66791,1100375.38826826,279
"Q-40",2011,135,106,106,"EFH",1,750,8,250,1947,0,6,"sehr hoch",326,6.2,83122,2958153.83285435,174
"O-34",2013,261,101,112,"STW",3,0,3,NA,2013,1,5,"hoch",1253,1,16169,40438.1780002732,1096
"G-32",2011,250,104,111,"EFH",1,570,6,310,1931,0,3,"mittel",5000,8.6,33194,359628.95310414,1162
"AO-45",2012,113,108,105,"EFH",1,520,5,90,1935,0,2,"günstig",3774,26,62436,240664.305091952,798
"I-30",2011,245,104,111,"STW",11,0,4,NA,1977,0,3,"mittel",5000,8,15818,1522897.88777288,1232
"P-34",2007,261,101,112,"STW",3,0,1,NA,1972,0,5,"hoch",1312,1,57949,778621.908147121,1097
"K-39",2016,14,105,101,"EFH",1,290,5,160,1970,0,3,"mittel",4833,6.8,11723,1937988.83443885,965
"AE-21",2012,230,109,110,"STW",3,0,0,NA,2000,0,2,"günstig",5000,20.2,24445,2668182.97339452,1531
"O-34",2017,261,101,112,"MFH",3,610,NA,NA,1986,0,4,"gehoben",1253,1,56398,2559959.06704967,1096
"AI-20",2007,230,109,110,"EFH",1,310,7,170,2004,0,2,"günstig",5000,23.6,43378,1708654.99969723,1571
"Y-33",2017,197,102,109,"STW",3,0,0,NA,1995,0,3,"mittel",5000,8.6,59191,302658.457109821,1139
"Z-38",2015,195,102,109,"STW",3,0,0,NA,2015,1,4,"gehoben",5000,10,30268,2868252.01278634,1004
"X-19",2009,224,109,110,"EFH",3,770,NA,NA,1938,0,2,"günstig",5000,18.6,80178,1384332.22049719,1596
"Q-43",2012,141,106,106,"STW",3,0,4,NA,2012,1,4,"gehoben",1677,9.4,28100,2119988.00796643,844
"AH-23",2010,230,109,110,"STW",11,0,5,NA,2000,0,2,"günstig",5000,21.2,32863,1298877.77443661,1462
"AB-20",2013,230,109,110,"STW",1,0,0,NA,2013,1,2,"günstig",5000,19.6,81832,190243.971529766,1564
"J-50",2010,7,105,101,"STW",3,0,0,NA,2010,1,2,"günstig",5000,17.2,36422,844385.870945523,688
"Z-49",2017,142,106,106,"STW",11,0,4,NA,1972,0,4,"gehoben",532,17.8,65386,1501979.44176267,47
"N-33",2015,261,101,112,"STW",3,0,0,NA,2015,1,4,"gehoben",3084,2.6,82662,1327179.54067886,1129
"L-21",2009,60,111,103,"STW",1,0,4,NA,1998,0,1,"sehr günstig",5000,15.4,77020,1714441.40469795,459
"AC-16",2007,221,109,110,"STW",1,0,4,NA,1995,0,2,"günstig",5000,23.2,67151,2017280.30234179,1685
"AK-38",2009,121,108,105,"STW",3,0,8,NA,NA,NA,2,"günstig",5000,20,52978,975152.71388914,1010
"Z-55",2010,134,106,106,"EFH",1,490,5,150,2000,0,3,"mittel",5000,23.6,57530,1105645.00865655,8
"N-13",2007,55,111,103,"STW",1,0,4,NA,2007,1,2,"günstig",5000,23.6,53538,2755460.80669214,1736
"H-30",2016,249,104,111,"EFH",1,750,5,150,1964,0,4,"gehoben",5000,9,56971,1576898.43852737,1231
"AG-41",2017,115,108,105,"EFH",11,270,5,90,1985,0,2,"günstig",5000,17.4,36207,2452655.4778642,167
"P-32",2010,261,101,112,"STW",11,0,0,NA,2010,1,4,"gehoben",3433,3,30611,492274.437358836,1169
"AA-19",2012,230,109,110,"STW",11,0,3,NA,1998,0,3,"mittel",5000,19.4,62945,2680977.1911914,1599
"K-30",2008,261,101,112,"EFH",1,180,5,130,1994,0,5,"hoch",5000,6.6,37063,1966584.80882645,340
"N-14",2013,55,111,103,"STW",3,0,5,NA,2013,1,2,"günstig",5000,22.6,28431,638755.892199581,1718
"AH-44",2009,116,108,105,"STW",1,0,0,NA,2009,1,3,"mittel",4968,19.4,26450,700324.667182751,822
"L-23",2012,89,111,104,"Land",1,360,NA,NA,NA,NA,2,"günstig",5000,13.2,4758,1260.82422142883,1442
"AA-33",2015,199,102,109,"STW",3,0,4,NA,2005,0,2,"günstig",5000,10.4,65483,2787489.84566226,1141
"J-48",2013,9,105,101,"EFH",1,540,5,140,1989,0,2,"günstig",5000,15.2,53195,1520626.96055416,718
"AH-28",2008,180,109,108,"Land",3,30,NA,NA,NA,NA,1,"sehr günstig",5000,18.4,1500,2314.58247680252,1297
"O-41",2015,131,106,106,"STW",11,0,3,NA,1971,0,3,"mittel",2367,7.2,18229,1502793.20776963,903
"AI-34",2008,177,108,108,"STW",11,0,4,NA,2008,1,2,"günstig",5000,17.8,51464,1993890.11332847,1110
"U-37",2014,161,107,107,"EFH",1,510,5,150,2014,1,5,"hoch",2539,5.6,72933,2772876.33450562,1029
"AD-43",2011,192,107,109,"STW",11,0,5,NA,NA,NA,3,"mittel",4200,15.8,68532,339826.661318657,852
"AB-47",2017,155,107,107,"MFH",3,340,NA,NA,1797,0,4,"gehoben",367,17.2,67686,1982122.10876716,69
"E-32",2013,243,104,111,"EFH",1,330,5,150,2013,1,2,"günstig",5000,10.4,53111,1674978.05849614,1160
"Q-29",2016,261,101,112,"STW",11,0,3,NA,1978,0,3,"mittel",5000,5.8,35106,958701.269730227,360
"Y-32",2013,191,102,109,"STW",1,0,0,NA,2012,1,2,"günstig",5000,8.8,63195,973064.345522085,1176
"L-24",2013,90,111,104,"STW",3,0,0,NA,2007,0,2,"günstig",5000,12.2,51944,324679.360105773,1407
"AK-39",2010,121,108,105,"EFH",11,970,8,300,1926,0,3,"mittel",5000,20.2,73899,1996876.14634668,979
"P-30",2016,261,101,112,"STW",1,0,3,NA,1988,0,4,"gehoben",5000,5.2,23565,701842.520718696,1236
"K-39",2009,3,105,101,"EFH",1,430,3,100,1951,0,3,"mittel",4833,6.8,72523,2534832.24230749,965
"E-32",2013,243,104,111,"EFH",1,310,5,150,2013,1,2,"günstig",5000,10.4,45147,727999.01914713,1160
"P-31",2015,261,101,112,"STW",11,0,0,NA,2015,1,5,"hoch",4503,4.2,75016,1288073.62306595,1206
"AK-46",2017,112,108,105,"EFH",1,580,5,80,1956,0,2,"günstig",1688,23.2,78360,1499656.66225704,93
"H-32",2012,247,104,111,"STW",3,0,0,NA,2012,1,2,"günstig",5000,8,49096,931714.088544715,1163
"AK-45",2012,112,108,105,"MFH",3,940,NA,NA,1790,0,2,"günstig",2752,22.8,27030,326000.927520916,794
"AM-43",2013,112,108,105,"STW",3,0,0,NA,2013,1,2,"günstig",5000,23.4,56260,2517195.60112362,859
"N-33",2009,261,101,112,"STW",3,0,0,NA,NA,NA,4,"gehoben",3084,2.6,16406,62484.6059229458,1129
"T-37",2014,161,107,107,"MFH",1,1500,NA,NA,1961,0,5,"hoch",1832,4.4,77629,667631.651881384,224
"L-16",2009,58,111,103,"Land",3,540,NA,NA,NA,NA,2,"günstig",5000,20.6,2791,2309.08822323126,511
"K-34",2009,261,101,112,"Land",11,50,NA,NA,NA,NA,NA,NA,4545,4.6,1926,1841.90064482368,1092
"AD-36",2012,198,108,109,"EFH",11,900,4,110,1905,0,3,"mittel",5000,13.2,82327,1575485.61368522,1057
"AA-34",2012,194,102,109,"STW",11,0,0,NA,1974,0,2,"günstig",5000,10.4,39911,1734174.80453232,1104
"AO-37",2010,111,108,105,"STW",1,0,4,NA,1981,0,2,"günstig",5000,23.6,56509,2357994.78246889,1036
"F-15",2015,102,111,104,"STW",11,0,0,NA,2015,1,2,"günstig",5000,23.2,7653,1686645.88108973,520
"Y-44",2010,156,107,107,"STW",1,0,4,NA,2010,1,5,"hoch",924,13.4,20316,1062259.16723197,818
"AB-51",2016,138,106,106,"EFH",1,300,5,160,2004,0,4,"gehoben",977,20.6,63114,2638961.59046353,686
"R-34",2015,261,101,112,"MFH",1,870,NA,NA,1951,0,6,"sehr hoch",2020,2.2,39723,1563199.10511095,1099
"P-20",2015,53,111,103,"STW",11,0,0,NA,2015,1,3,"mittel",5000,16,66319,2076952.39348244,1554
"AC-47",2011,155,107,107,"STW",11,0,5,NA,1999,0,4,"gehoben",314,18.2,45084,1772180.37984055,70
"I-43",2009,5,105,101,"Land",1,560,NA,NA,2010,1,3,"mittel",5000,11.2,2512,2514.00543713244,838
"O-37",2010,261,101,112,"STW",1,0,0,NA,1983,0,5,"hoch",657,3,78929,69275.9823695524,1028
"N-33",2013,261,101,112,"STW",3,0,0,NA,2013,1,4,"gehoben",3084,2.6,9487,2352816.02562382,1129
"M-29",2008,261,101,112,"STW",3,0,0,NA,2008,1,4,"gehoben",5000,6.4,41635,1624505.76579559,1260
"N-36",2010,261,101,112,"STW",3,0,0,NA,1926,0,4,"gehoben",1561,2.2,73139,2232000.89968997,1050
"O-10",2011,67,111,103,"STW",11,0,4,NA,NA,NA,2,"günstig",5000,26.2,45586,420114.06229157,1785
"AP-36",2014,111,108,105,"EFH",6,1120,4,80,1902,0,NA,NA,5000,24.4,68196,1284802.87282565,259
"P-32",2007,261,101,112,"STW",11,0,0,NA,NA,NA,4,"gehoben",3433,3,67218,1046665.97280686,1169
"AB-45",2007,159,107,107,"EFH",2,800,NA,150,1999,0,5,"hoch",1448,15.6,34074,2272854.95946673,790
"W-25",2015,64,102,103,"STW",3,0,3,NA,2002,0,3,"mittel",5000,12,14595,2197533.25493657,1388
"E-27",2014,85,103,104,"STW",3,0,3,NA,1995,0,1,"sehr günstig",5000,12.8,9276,2245797.58944677,1305
"O-37",2015,261,101,112,"STW",1,0,4,NA,1931,0,5,"hoch",657,3,79829,2008037.0258356,1028
"N-24",2017,92,111,104,"EFH",3,590,3,80,1934,0,2,"günstig",5000,11.8,34305,2511278.19554205,1409
"AH-47",2008,153,107,107,"STW",3,0,5,NA,1995,0,2,"günstig",1759,21.2,11040,2822528.25875708,753
"W-44",2013,156,107,107,"STW",3,0,4,NA,2012,1,5,"hoch",283,12.2,14699,507784.496464184,123
"D-31",2014,243,104,111,"MFH",11,1150,NA,NA,1961,0,2,"günstig",5000,11.8,37299,145381.836197805,1196
"Q-31",2011,261,101,112,"EFH",1,510,NA,NA,NA,NA,4,"gehoben",3999,3.8,81550,1611318.56511231,1207
"R-31",2010,261,101,112,"EFH",11,290,4,120,1876,0,4,"gehoben",4756,4.6,32902,14080.9042932233,1208
"G-29",2010,251,104,111,"EFH",1,470,4,250,1978,0,3,"mittel",5000,10.2,75552,1573593.32332306,1258
"AD-36",2009,198,108,109,"STW",11,0,0,NA,2009,1,3,"mittel",5000,13.2,62248,1348262.0832856,1057
"I-32",2010,247,104,111,"STW",1,0,2,NA,1971,0,3,"mittel",5000,7,18315,1896729.64702547,1164
"AJ-7",2017,36,110,102,"EFH",3,590,5,210,2002,0,1,"sehr günstig",5000,35.4,25979,1825539.77298539,1836
"J-29",2014,96,103,104,"MFH",3,730,NA,NA,1992,0,2,"günstig",5000,8.4,54672,1064365.82116515,1259
"N-35",2017,261,101,112,"STW",3,0,2,NA,1974,0,4,"gehoben",1728,1.8,41311,2080167.58376022,1071
